"","Sub_region","Zone","term","estimate","std.error","statistic","p.value","r.squared","adj.r.squared","sigma","statistic.1","p.value.1","df","logLik","AIC","BIC","deviance","df.residual","nobs"
"11","UK","Offshore","(Intercept)",2034.87527424331,106.08681709634,19.1812265646107,1.31414927746467e-34,0.0990401087819028,0.0896551099150474,14.1621441258124,10.5530229877471,0.00159915673385282,1,-397.801735996586,801.603471993172,809.358374429184,19254.3673190672,96,98
"12","UK","Offshore","BestSalinity",9.55196410580208,2.94038527850483,3.24854167092661,0.00159915673385312,0.0990401087819028,0.0896551099150474,14.1621441258124,10.5530229877471,0.00159915673385282,1,-397.801735996586,801.603471993172,809.358374429184,19254.3673190672,96,98
"13","UK","Oceanic","(Intercept)",1959.16599736619,141.459229748265,13.8496865906356,2.58146842904602e-14,0.233941543330816,0.207525734480154,11.0016146650332,8.85611887386735,0.00583915808418532,1,-117.292681767064,240.585363534127,244.887325147583,3510.03023189832,29,31
"14","UK","Oceanic","BestSalinity",11.6901771302369,3.9282522957586,2.97592319690336,0.00583915808418499,0.233941543330816,0.207525734480154,11.0016146650332,8.85611887386735,0.00583915808418532,1,-117.292681767064,240.585363534127,244.887325147583,3510.03023189832,29,31
"15","MK","Inshore","(Intercept)",3694.62058001867,289.511762540461,12.7615560335043,2.6853515913278e-23,0.168761951851677,0.161065303257711,99.2525775360921,21.9266801376359,8.2811318036378e-06,1,-660.817503856136,1327.63500771227,1335.73644880965,1063916.00793626,108,110
"16","MK","Inshore","BestSalinity",-37.3760250426572,7.98190714888803,-4.68259331328655,8.28113180363791e-06,0.168761951851677,0.161065303257711,99.2525775360921,21.9266801376359,8.2811318036378e-06,1,-660.817503856136,1327.63500771227,1335.73644880965,1063916.00793626,108,110
"17","MK","Mid channel","(Intercept)",2839.49416163338,376.459865317969,7.54262120142624,1.41096106147093e-11,0.0144295943750786,0.00546986341485212,64.9581863562454,1.6104941587123,0.207101038753235,1,-625.371382330714,1256.74276466143,1264.89826127531,464152.257216198,110,112
"18","MK","Mid channel","BestSalinity",-13.2080311616252,10.4077896909389,-1.26905246491714,0.207101038753239,0.0144295943750786,0.00546986341485212,64.9581863562454,1.6104941587123,0.207101038753235,1,-625.371382330714,1256.74276466143,1264.89826127531,464152.257216198,110,112
"19","MK","Offshore","(Intercept)",2223.21890232074,182.856366949636,12.1582799626172,3.89748402823749e-22,0.00605601334018849,-0.00289843699007997,27.7535820464751,0.676313242781353,0.412622262176668,1,-534.871334220844,1075.74266844169,1083.92483189782,85499.006121557,111,113
"20","MK","Offshore","BestSalinity",4.16989923377512,5.07050966220869,0.822382662014046,0.412622262176683,0.00605601334018849,-0.00289843699007997,27.7535820464751,0.676313242781353,0.412622262176668,1,-534.871334220844,1075.74266844169,1083.92483189782,85499.006121557,111,113
"21","MK","Oceanic","(Intercept)",2190.01244674598,107.745677469802,20.3257568950715,1.33151136770111e-30,0.0442605227218108,0.0302055304088963,11.8487060914886,3.14909618848682,0.080444982550724,1,-271.366440505705,548.73288101141,555.478366737558,9546.64485088866,68,70
"22","MK","Oceanic","BestSalinity",5.30097992855213,2.98719240700565,1.77456929661448,0.0804449825507249,0.0442605227218108,0.0302055304088963,11.8487060914886,3.14909618848682,0.080444982550724,1,-271.366440505705,548.73288101141,555.478366737558,9546.64485088866,68,70
"23","LK","Inshore","(Intercept)",3237.97028537252,405.671430844458,7.98175577371143,1.15103872388226e-12,0.0446245989152269,0.0363886040782893,98.2426287252661,5.41824027318346,0.0216609183207537,1,-707.744121574009,1421.48824314802,1429.80029702141,1119587.23546666,116,118
"24","LK","Inshore","BestSalinity",-26.0307625862248,11.1829854847254,-2.32771138098853,0.0216609183207526,0.0446245989152269,0.0363886040782893,98.2426287252661,5.41824027318346,0.0216609183207537,1,-707.744121574009,1421.48824314802,1429.80029702141,1119587.23546666,116,118
"25","LK","Mid channel","(Intercept)",2585.73580993161,327.670419650629,7.89127017534445,1.63307729414487e-12,0.00425439549682295,-0.00411321462505243,58.7794509236521,0.508436152599975,0.477212562023834,1,-663.612076530555,1333.22415306111,1341.6115246979,411147.838255437,119,121
"26","LK","Mid channel","BestSalinity",-6.47414619769311,9.0795492867414,-0.7130470900298,0.477212562023837,0.00425439549682295,-0.00411321462505243,58.7794509236521,0.508436152599975,0.477212562023834,1,-663.612076530555,1333.22415306111,1341.6115246979,411147.838255437,119,121
"27","LK","Offshore","(Intercept)",2171.1417759779,95.6743798297312,22.6930321350587,6.87499219392619e-50,0.0300439363223512,0.0234455957531154,16.2206070452669,4.55325638425347,0.0345156998744712,1,-625.571157952723,1257.14231590545,1266.15415482328,38676.8896587936,147,149
"28","LK","Offshore","BestSalinity",5.65881981342251,2.65194683245883,2.13383607248859,0.0345156998744698,0.0300439363223512,0.0234455957531154,16.2206070452669,4.55325638425347,0.0345156998744712,1,-625.571157952723,1257.14231590545,1266.15415482328,38676.8896587936,147,149
"29","LK","Oceanic","(Intercept)",2132.29395743754,75.30723109704,28.3145977667124,4.17173893828868e-41,0.129209868442862,0.117281236503723,10.8327242578965,10.831910071675,0.00153867184097518,1,-284.099683031231,574.199366062462,581.151830403071,8566.39778387626,73,75
"30","LK","Oceanic","BestSalinity",6.88057983088368,2.09060755335893,3.29118672695351,0.0015386718409752,0.129209868442862,0.117281236503723,10.8327242578965,10.831910071675,0.00153867184097518,1,-284.099683031231,574.199366062462,581.151830403071,8566.39778387626,73,75
