Zone,Region,Sub_region,Season,Transect,term,estimate,std.error,statistic,p.value,r.squared,adj.r.squared,sigma,statistic.1,p.value.1,df,logLik,AIC,BIC,deviance,df.residual,nobs
Inshore,FL,UK,Fall,T1,(Intercept),818.111133942534,171.54570832313735,4.769056258763838,2.091219649776396e-4,0.84711154481338,0.8375560163642163,26.9198931127662,88.65145965710714,6.307593926970075e-8,1,-83.75242589269367,173.50485178538733,176.17596705907582,11594.890323244113,16,18
Inshore,FL,UK,Fall,T1,DIC_umol_kg,0.7484578039785215,0.07949217421529067,9.415490409803791,6.307593926970075e-8,0.84711154481338,0.8375560163642163,26.9198931127662,88.65145965710714,6.307593926970075e-8,1,-83.75242589269367,173.50485178538733,176.17596705907582,11594.890323244113,16,18
Inshore,FL,UK,Fall,T2,(Intercept),1051.88717066569,238.56319527673034,4.409260068157261,0.0031216140271699755,0.8221138019384882,0.7967014879297007,29.086157191806514,32.35100123720361,7.44694834942336e-4,1,-41.97189313966925,89.9437862793385,90.53546001134715,5922.031781305344,7,9
Inshore,FL,UK,Fall,T2,DIC_umol_kg,0.6396166632767558,0.11245425851279793,5.687794057207392,7.446948349423279e-4,0.8221138019384882,0.7967014879297007,29.086157191806514,32.35100123720361,7.44694834942336e-4,1,-41.97189313966925,89.9437862793385,90.53546001134715,5922.031781305344,7,9
Inshore,FL,MK,Winter,T1,(Intercept),925.5656074357273,277.13078880577325,3.339815151626508,0.020556664702409317,0.8553061881066356,0.8263674257279627,25.752499314827226,29.555727951136358,0.002856811786145828,1,-31.494638686445967,68.98927737289193,68.82700782005787,3315.956104800884,5,7
Inshore,FL,MK,Winter,T1,DIC_umol_kg,0.7199202555442882,0.1324230427830646,5.436517998787124,0.002856811786145828,0.8553061881066356,0.8263674257279627,25.752499314827226,29.555727951136358,0.002856811786145828,1,-31.494638686445967,68.98927737289193,68.82700782005787,3315.956104800884,5,7
Inshore,FL,MK,Winter,T2,(Intercept),556.1139860440645,370.9030173292219,1.499351474810045,0.18444365534785484,0.8138518227915282,0.7828271265901163,50.006313252566734,26.23238653194255,0.002174489150285477,1,-41.49797407590002,88.99594815180004,89.23427277683955,15003.788190682988,6,8
Inshore,FL,MK,Winter,T2,DIC_umol_kg,0.8920555744386849,0.17416986289269945,5.1217561960662055,0.002174489150285473,0.8138518227915282,0.7828271265901163,50.006313252566734,26.23238653194255,0.002174489150285477,1,-41.49797407590002,88.99594815180004,89.23427277683955,15003.788190682988,6,8
Inshore,FL,MK,Winter,T3,(Intercept),612.2300596879311,271.5775839857996,2.254346808387336,0.0738732243322471,0.8994364305425565,0.8793237166510678,27.025573539979252,44.71979442432086,0.0011304532687139652,1,-31.832402005355476,69.66480401071095,69.50253445787689,3651.9081258241335,5,7
Inshore,FL,MK,Winter,T3,DIC_umol_kg,0.8644324671026595,0.1292650655952535,6.687286028301839,0.001130453268713957,0.8994364305425565,0.8793237166510678,27.025573539979252,44.71979442432086,0.0011304532687139652,1,-31.832402005355476,69.66480401071095,69.50253445787689,3651.9081258241335,5,7
Inshore,FL,MK,Spring,T1,(Intercept),822.8616669629695,257.24288905768424,3.1987732293678706,0.009511473210445723,0.768642417183436,0.7455066589017796,32.23367846606322,33.2231348471888,1.8167040208882e-4,1,-57.609474910381024,121.21894982076205,122.67366977012605,10390.100274535474,10,12
Inshore,FL,MK,Spring,T1,DIC_umol_kg,0.7754953092611917,0.1345423071574545,5.763951322416611,1.8167040208883287e-4,0.768642417183436,0.7455066589017796,32.23367846606322,33.2231348471888,1.8167040208882e-4,1,-57.609474910381024,121.21894982076205,122.67366977012605,10390.100274535474,10,12
Inshore,FL,MK,Spring,T2,(Intercept),781.7267474351203,266.34687973273907,2.9349949517693985,0.014912715045291663,0.7674941074893842,0.7442435182383226,39.39509317775401,33.009662645618405,1.8633566717503867e-4,1,-60.01702829664382,126.03405659328764,127.48877654265165,15519.733664839207,10,12
Inshore,FL,MK,Spring,T2,DIC_umol_kg,0.8001676534697216,0.13927092119877227,5.74540361033223,1.863356671750343e-4,0.7674941074893842,0.7442435182383226,39.39509317775401,33.009662645618405,1.8633566717503867e-4,1,-60.01702829664382,126.03405659328764,127.48877654265165,15519.733664839207,10,12
Inshore,FL,MK,Spring,T3,(Intercept),133.35482276180903,537.0843865205065,0.24829398528180335,0.8094796272467663,0.6422365889274595,0.6024850988082884,50.85601786939467,16.156289663660296,0.003020386037194511,1,-57.723618111280445,121.44723622256089,122.640922040956,23277.01098178971,9,11
Inshore,FL,MK,Spring,T3,DIC_umol_kg,1.122201283793963,0.27919005593039253,4.019488731624988,0.003020386037194533,0.6422365889274595,0.6024850988082884,50.85601786939467,16.156289663660296,0.003020386037194511,1,-57.723618111280445,121.44723622256089,122.640922040956,23277.01098178971,9,11
Inshore,FL,MK,Summer,T1,(Intercept),711.9489339676533,310.6434455688661,2.291852424775601,0.05565536596801142,0.7863041979322655,0.7557762262083034,45.018420832161354,25.756843757657123,0.00143884661063588,1,-45.90317769208872,97.80635538417744,98.3980291161861,14186.607499551053,7,9
Inshore,FL,MK,Summer,T1,DIC_umol_kg,0.8029242317452591,0.15820792812000403,5.075120073225561,0.001438846610635896,0.7863041979322655,0.7557762262083034,45.018420832161354,25.756843757657123,0.00143884661063588,1,-45.90317769208872,97.80635538417744,98.3980291161861,14186.607499551053,7,9
Inshore,FL,MK,Summer,T2,(Intercept),356.43441158144395,195.44340221206775,1.8237218936390156,0.10564826713631571,0.9207020188143772,0.9107897711661743,34.9489272721912,92.88529216492151,1.1172984422975881e-5,1,-48.61254532542927,103.22509065085853,104.13284592984067,9771.420139815276,8,10
Inshore,FL,MK,Summer,T2,DIC_umol_kg,0.9762904317664926,0.1012990930935591,9.637701601778389,1.1172984422975781e-5,0.9207020188143772,0.9107897711661743,34.9489272721912,92.88529216492151,1.1172984422975881e-5,1,-48.61254532542927,103.22509065085853,104.13284592984067,9771.420139815276,8,10
Inshore,FL,MK,Summer,T3,(Intercept),278.4922321090485,230.5035710799771,1.2081905317311588,0.2614733951587518,0.9016660066122587,0.8893742574387911,33.85559811643191,73.35538611205544,2.663871470924912e-5,1,-48.29471123333456,102.58942246666912,103.49717774565126,9169.612190570786,8,10
Inshore,FL,MK,Summer,T3,DIC_umol_kg,1.0149691539370866,0.1185050451424698,8.564775893860592,2.6638714709249026e-5,0.9016660066122587,0.8893742574387911,33.85559811643191,73.35538611205544,2.663871470924912e-5,1,-48.29471123333456,102.58942246666912,103.49717774565126,9169.612190570786,8,10
Inshore,FL,MK,Fall,T1,(Intercept),1008.9943430843184,249.5074284657416,4.043945101309308,0.002346295461750185,0.7545007769756531,0.7299508546732184,23.295037953453726,30.733326471702387,2.462350166092871e-4,1,-53.712217551940164,113.42443510388033,114.87915505324433,5426.587932528496,10,12
Inshore,FL,MK,Fall,T1,DIC_umol_kg,0.6609981284428303,0.11923271827366584,5.54376464793574,2.462350166092968e-4,0.7545007769756531,0.7299508546732184,23.295037953453726,30.733326471702387,2.462350166092871e-4,1,-53.712217551940164,113.42443510388033,114.87915505324433,5426.587932528496,10,12
Inshore,FL,MK,Fall,T2,(Intercept),642.3542593146552,375.90634329908625,1.7088146309985843,0.1258616575096254,0.7340194300884678,0.7007718588495263,37.73181359755566,22.077384985906615,0.0015441381107018967,1,-49.37870358154299,104.75740716308599,105.66516244206812,11389.51805888549,8,10
Inshore,FL,MK,Fall,T2,DIC_umol_kg,0.8381032135226912,0.17837077135015242,4.69865778557096,0.001544138110701901,0.7340194300884678,0.7007718588495263,37.73181359755566,22.077384985906615,0.0015441381107018967,1,-49.37870358154299,104.75740716308599,105.66516244206812,11389.51805888549,8,10
Inshore,FL,MK,Fall,T3,(Intercept),655.8098243484934,224.77124411828933,2.917676711365104,0.01709632531672739,0.8682879711391847,0.8536533012657608,28.10017924529209,59.33088881738064,2.9918090523590377e-5,1,-51.198170546918675,108.39634109383735,109.59002691223246,7106.580662557899,9,11
Inshore,FL,MK,Fall,T3,DIC_umol_kg,0.8257936533312747,0.10720896752346411,7.702654660399922,2.9918090523590377e-5,0.8682879711391847,0.8536533012657608,28.10017924529209,59.33088881738064,2.9918090523590377e-5,1,-51.198170546918675,108.39634109383735,109.59002691223246,7106.580662557899,9,11
Inshore,FL,LK,Winter,T1,(Intercept),1074.0063850806441,411.8958360987561,2.607470848098451,0.03504205760658279,0.59890614513779,0.541607023014617,50.07975748043099,10.452274362081033,0.014391875344104728,1,-46.862083828810675,99.72416765762135,100.31584138963001,17555.874765091485,7,9
Inshore,FL,LK,Winter,T1,DIC_umol_kg,0.6411060881272187,0.1983008156654906,3.2329977361701165,0.01439187534410453,0.59890614513779,0.541607023014617,50.07975748043099,10.452274362081033,0.014391875344104728,1,-46.862083828810675,99.72416765762135,100.31584138963001,17555.874765091485,7,9
Inshore,FL,LK,Winter,T2,(Intercept),942.3470074031313,426.6337059397293,2.2087964318887106,0.0692579814143443,0.6600630327771303,0.6034068715733187,41.425382811591156,11.650331027593941,0.014261393335085268,1,-39.991930410601135,85.98386082120227,86.22218544624178,10296.374046521234,6,8
Inshore,FL,LK,Winter,T2,DIC_umol_kg,0.6986533508184245,0.20468810890971156,3.4132581249583103,0.014261393335085323,0.6600630327771303,0.6034068715733187,41.425382811591156,11.650331027593941,0.014261393335085268,1,-39.991930410601135,85.98386082120227,86.22218544624178,10296.374046521234,6,8
Inshore,FL,LK,Winter,T3,(Intercept),1010.2614778630859,560.5453110595982,1.802283344326598,0.10501043966978742,0.39644472502485467,0.32938302780539397,40.00735134277063,5.911641689107304,0.037896260388995684,1,-55.08433046897734,116.16866093795468,117.3623467563498,14405.293453175022,9,11
Inshore,FL,LK,Winter,T3,DIC_umol_kg,0.6528723121644795,0.26851849187400434,2.4313867831151965,0.03789626038899618,0.39644472502485467,0.32938302780539397,40.00735134277063,5.911641689107304,0.037896260388995684,1,-55.08433046897734,116.16866093795468,117.3623467563498,14405.293453175022,9,11
Inshore,FL,LK,Spring,T1,(Intercept),599.9505803526708,239.23281584129145,2.507810553677058,0.033430638359687286,0.8401429946829374,0.8223811052032638,32.69843022492294,47.300316536952984,7.246582988783481e-5,1,-52.86523282557519,111.73046565115038,112.92415146954549,9622.686052567384,9,11
Inshore,FL,LK,Spring,T1,DIC_umol_kg,0.8717015217441338,0.12674644312427996,6.8775225580839034,7.246582988783493e-5,0.8401429946829374,0.8223811052032638,32.69843022492294,47.300316536952984,7.246582988783481e-5,1,-52.86523282557519,111.73046565115038,112.92415146954549,9622.686052567384,9,11
Inshore,FL,LK,Spring,T2,(Intercept),2.585496923492238,514.315852620987,0.005027060531609861,0.9960878753260674,0.6543380688347623,0.6197718757182384,45.531347812293056,18.93000095871036,0.0014416281698871691,1,-61.75414567735379,129.50829135470758,130.96301130407159,20731.036336040037,10,12
Inshore,FL,LK,Spring,T2,DIC_umol_kg,1.180253418250839,0.27126886415223883,4.350862093736158,0.0014416281698872142,0.6543380688347623,0.6197718757182384,45.531347812293056,18.93000095871036,0.0014416281698871691,1,-61.75414567735379,129.50829135470758,130.96301130407159,20731.036336040037,10,12
Inshore,FL,LK,Spring,T3,(Intercept),668.8051995988151,217.12063582989362,3.0803391720112705,0.011633940912585256,0.8481349523957463,0.8329484476353209,25.207960682189842,55.8479364261557,2.1274886101596063e-5,1,-54.65925119431253,115.31850238862506,116.77322233798907,6354.41281754829,10,12
Inshore,FL,LK,Spring,T3,DIC_umol_kg,0.8270457568568926,0.11066899664573548,7.473147691980651,2.1274886101596025e-5,0.8481349523957463,0.8329484476353209,25.207960682189842,55.8479364261557,2.1274886101596063e-5,1,-54.65925119431253,115.31850238862506,116.77322233798907,6354.41281754829,10,12
Inshore,FL,LK,Summer,T1,(Intercept),462.00768322063715,232.44203496738493,1.987625359094209,0.08719602208369133,0.8852159568284396,0.8688182363753595,36.370416973464515,53.98408634671934,1.5628022486887964e-4,1,-43.98333338485204,93.96666676970408,94.55834050171273,9259.650615765731,7,9
Inshore,FL,LK,Summer,T1,DIC_umol_kg,0.905744808618473,0.12327442222875691,7.347386361606365,1.562802248688806e-4,0.8852159568284396,0.8688182363753595,36.370416973464515,53.98408634671934,1.5628022486887964e-4,1,-43.98333338485204,93.96666676970408,94.55834050171273,9259.650615765731,7,9
Inshore,FL,LK,Summer,T2,(Intercept),420.1219935037808,239.37943510522587,1.7550463067936664,0.1297815481990878,0.9041759001660701,0.8882052168604151,25.85240939633645,56.614728553656455,2.854523537904725e-4,1,-36.22001040329009,78.44002080658018,78.67834543161969,4010.082429574711,6,8
Inshore,FL,LK,Summer,T2,DIC_umol_kg,0.919300096541679,0.12217788167226405,7.524275948797793,2.854523537904659e-4,0.9041759001660701,0.8882052168604151,25.85240939633645,56.614728553656455,2.854523537904725e-4,1,-36.22001040329009,78.44002080658018,78.67834543161969,4010.082429574711,6,8
Inshore,FL,LK,Summer,T3,(Intercept),502.57021439751196,577.2080134226036,0.8706916791010566,0.4127836190570401,0.5814884280701242,0.5217010606515706,38.8990541023548,9.725941334718684,0.01687569996410972,1,-44.58826127932326,95.17652255864652,95.76819629065518,10591.954870405481,7,9
Inshore,FL,LK,Summer,T3,DIC_umol_kg,0.8999337565712271,0.28856570781030316,3.1186441500624325,0.016875699964109918,0.5814884280701242,0.5217010606515706,38.8990541023548,9.725941334718684,0.01687569996410972,1,-44.58826127932326,95.17652255864652,95.76819629065518,10591.954870405481,7,9
Inshore,FL,LK,Fall,T1,(Intercept),199.4751492855426,123.55602289542742,1.6144510369548712,0.13750371972144407,0.9669479016821889,0.9636426918504079,21.217170473945632,292.5526519933897,9.843835978089975e-9,1,-52.59106244024714,111.18212488049429,112.63684482985829,4501.683229204703,10,12
Inshore,FL,LK,Fall,T1,DIC_umol_kg,1.0389567121041277,0.06074288758339369,17.104170602323567,9.84383597808994e-9,0.9669479016821889,0.9636426918504079,21.217170473945632,292.5526519933897,9.843835978089975e-9,1,-52.59106244024714,111.18212488049429,112.63684482985829,4501.683229204703,10,12
Inshore,FL,LK,Fall,T2,(Intercept),187.8686731962837,224.10613168720886,0.8383022444852032,0.42144640152971846,0.9007759323654092,0.8908535256019501,21.890243465516196,90.78200015773058,2.4715200749608303e-6,1,-52.96582546207338,111.93165092414677,113.38637087351077,4791.827589795746,10,12
Inshore,FL,LK,Fall,T2,DIC_umol_kg,1.0410609671102657,0.10926379739037852,9.527958866290867,2.4715200749608036e-6,0.9007759323654092,0.8908535256019501,21.890243465516196,90.78200015773058,2.4715200749608303e-6,1,-52.96582546207338,111.93165092414677,113.38637087351077,4791.827589795746,10,12
Inshore,FL,LK,Fall,T3,(Intercept),93.89673353273686,442.68003113552714,0.21210971114256166,0.8362823354964672,0.718095134193899,0.6899046476132888,36.42696185627612,25.47295989874177,5.013944338321787e-4,1,-59.077043587165605,124.15408717433121,125.60880712369521,13269.235500785959,10,12
Inshore,FL,LK,Fall,T3,DIC_umol_kg,1.091173210405218,0.21619915342549223,5.047074390054281,5.013944338321782e-4,0.718095134193899,0.6899046476132888,36.42696185627612,25.47295989874177,5.013944338321787e-4,1,-59.077043587165605,124.15408717433121,125.60880712369521,13269.235500785959,10,12
Mid channel,FL,BB,Winter,T1,(Intercept),276.183945573468,376.34796635287546,0.7338526317809552,0.4907086851293292,0.8402733034166404,0.8136521873194138,9.269261529774178,31.564165091642433,0.0013579605903791235,1,-28.014409688058386,62.02881937611677,62.26714400115628,515.5152558441093,6,8
Mid channel,FL,BB,Winter,T1,DIC_umol_kg,1.0234368457014882,0.18216456256072844,5.618199452817854,0.0013579605903790788,0.8402733034166404,0.8136521873194138,9.269261529774178,31.564165091642433,0.0013579605903791235,1,-28.014409688058386,62.02881937611677,62.26714400115628,515.5152558441093,6,8
Mid channel,FL,BB,Winter,T2,(Intercept),1019.4102249394055,347.68529985824773,2.931991157966764,0.02621910875758318,0.7207687750672326,0.6742302375784379,10.241932725022723,15.487568238275166,0.007664804723698148,1,-28.81270273166789,63.62540546333578,63.86373008837529,629.3831156633483,6,8
Mid channel,FL,BB,Winter,T2,DIC_umol_kg,0.6642581422974222,0.16878943915578298,3.9354247849852144,0.007664804723697305,0.7207687750672326,0.6742302375784379,10.241932725022723,15.487568238275166,0.007664804723698148,1,-28.81270273166789,63.62540546333578,63.86373008837529,629.3831156633483,6,8
Mid channel,FL,BB,Spring,T1,(Intercept),1083.901026179382,187.57545128111897,5.778480173052824,4.152375591160123e-4,0.8541573661796804,0.8359270369521404,12.619041098400517,46.85364457869106,1.3165925398180153e-4,1,-38.42573629079708,82.85147258159417,83.7592278605763,1273.9215859449707,8,10
Mid channel,FL,BB,Spring,T1,DIC_umol_kg,0.634663812166081,0.09271970616374221,6.8449722116814105,1.31659253981805e-4,0.8541573661796804,0.8359270369521404,12.619041098400517,46.85364457869106,1.3165925398180153e-4,1,-38.42573629079708,82.85147258159417,83.7592278605763,1273.9215859449707,8,10
Mid channel,FL,BB,Spring,T2,(Intercept),1069.7866656887868,419.90591329262327,2.547681830199128,0.043626706042096355,0.6182255161427375,0.5545964354998603,10.893667591230514,9.71608437363057,0.020662037833399014,1,-29.30623329968956,64.61246659937912,64.85079122441863,712.0319615293561,6,8
Mid channel,FL,BB,Spring,T2,DIC_umol_kg,0.6456726062090229,0.20714131183735915,3.1170634214964554,0.020662037833396405,0.6182255161427375,0.5545964354998603,10.893667591230514,9.71608437363057,0.020662037833399014,1,-29.30623329968956,64.61246659937912,64.85079122441863,712.0319615293561,6,8
Mid channel,FL,BB,Summer,T1,(Intercept),1251.8285488935335,521.037368690431,2.402569612309889,0.04300393846648992,0.362739183539843,0.28308158148232343,21.226682426621156,4.553729639989843,0.06538987438551572,1,-43.62625752875477,93.25251505750954,94.16027033649168,3604.576374725019,8,10
Mid channel,FL,BB,Summer,T1,DIC_umol_kg,0.5433497112193241,0.2546219379836803,2.13394696278743,0.06538987438551917,0.362739183539843,0.28308158148232343,21.226682426621156,4.553729639989843,0.06538987438551572,1,-43.62625752875477,93.25251505750954,94.16027033649168,3604.576374725019,8,10
Mid channel,FL,BB,Summer,T2,(Intercept),1751.0855314746561,340.13023628128286,5.148279525571297,8.761726949581924e-4,0.29220987110229985,0.2037361049900872,19.325404261901078,3.3027854915962997,0.10668289264975368,1,-42.68787270917443,91.37574541834886,92.283500697331,2987.7699990872343,8,10
Mid channel,FL,BB,Summer,T2,DIC_umol_kg,0.30158556928125985,0.16594736958325462,1.8173567320689377,0.10668289264975417,0.29220987110229985,0.2037361049900872,19.325404261901078,3.3027854915962997,0.10668289264975368,1,-42.68787270917443,91.37574541834886,92.283500697331,2987.7699990872343,8,10
Mid channel,FL,BB,Fall,T1,(Intercept),1507.4185626288072,182.9086989452301,8.241371631429002,1.7442201984309558e-5,0.7179188122983203,0.6865764581092448,7.311769929252745,22.905707974819364,9.929345767852827e-4,1,-36.388974097439544,78.77794819487909,79.9716340132742,481.1578154849222,9,11
Mid channel,FL,BB,Fall,T1,DIC_umol_kg,0.42188434755337495,0.08814984500417249,4.785990803879525,9.929345767852801e-4,0.7179188122983203,0.6865764581092448,7.311769929252745,22.905707974819364,9.929345767852827e-4,1,-36.388974097439544,78.77794819487909,79.9716340132742,481.1578154849222,9,11
Mid channel,FL,BB,Fall,T2,(Intercept),1289.707120527999,317.8128259860977,4.058071339714954,0.003643173258656767,0.5989407050880241,0.5488082932240271,15.143868602129515,11.947175147145838,0.00861241489179713,1,-40.2496249485392,86.4992498970784,87.40700517606054,1834.6940499085133,8,10
